"","actual","predicted.gaussian","predicted.poission","predicted.quasi"
"721",579,615.003590848235,6.40615620706038,615.003590848235
"557",399,414.00607832244,5.9812565864943,414.00607832244
"1960",373,372.524570743529,5.93573490881654,372.524570743529
"1886",588,559.749398239328,6.33620403648332,559.749398239328
"382",237,263.209420577011,5.59432197659477,263.209420577011
"1652",350,349.279020171156,5.87778391472604,349.279020171156
"1935",644,633.423623897636,6.46800700649701,633.423623897636
"268",495,580.944647683794,6.30037469752837,580.944647683794
"110",282,328.657201287862,5.67669898433775,328.657201287862
"352",248,267.931401840804,5.61625938029036,267.931401840804
"696",282,287.360273592824,5.65715975304013,287.360273592824
"458",235,237.78023707177,5.52852887975567,237.78023707177
"1873",331,323.793334060339,5.77758963533919,323.793334060339
"839",308,280.296079801107,5.65182911192114,280.296079801107
"1887",555,537.38300108637,6.2933958909047,537.38300108637
"1249",344,354.711544933383,5.85554846732576,354.711544933383
"316",264,231.434765443296,5.49262703486117,231.434765443296
"1987",365,352.824458757166,5.85043024173054,352.824458757166
"950",638,582.155933884409,6.37296280730257,582.155933884409
"630",607,561.603580751031,6.30041960396734,561.603580751031
"1088",648,616.354765718653,6.45168009723865,616.354765718653
"1349",353,356.19567975766,5.84770174830491,356.19567975766
"38",439,457.91961437451,6.02231006341417,457.91961437451
"774",250,259.881343883755,5.60877173198367,259.881343883755
"36",468,486.598806981653,6.14303957233521,486.598806981653
"1487",552,576.775563819781,6.36120469781403,576.775563819781
"1911",354,334.173012002233,5.76254766031342,334.173012002233
"2084",718,734.029680482602,6.60547538450569,734.029680482602
"1948",532,505.319986703497,6.16471065897369,505.319986703497
"249",304,242.429175582773,5.50260626741085,242.429175582773
"1200",518,497.60535795433,6.21570266462666,497.60535795433
"1108",423,438.083662516201,6.07366494564679,438.083662516201
"1073",277,307.056583145035,5.70514284150886,307.056583145035
"1019",599,599.95274746628,6.44023067808854,599.95274746628
"309",249,256.920018345797,5.57654765713713,256.920018345797
"1093",483,474.256892400301,6.17563835536387,474.256892400301
"2094",475,468.332197150766,6.09482772379258,468.332197150766
"2031",309,317.59864097531,5.78688406271304,317.59864097531
"1799",493,424.977369509993,6.04609003826739,424.977369509993
"602",443,442.256291538104,6.08371139111079,442.256291538104
"659",338,322.220973795393,5.76347156140432,322.220973795393
"1826",400,400.588997378486,5.99189814024798,400.588997378486
"1312",510,486.763566278113,6.19311866784108,486.763566278113
"1026",650,607.149896816051,6.43546396019987,607.149896816051
"460",265,247.040606275203,5.55686676185256,247.040606275203
"1017",456,436.098544564731,6.09976931703953,436.098544564731
"526",513,468.635066450348,6.1107435490546,468.635066450348
"477",499,533.502639266318,6.2088659279073,533.502639266318
"1846",630,602.837971043343,6.38784521400321,602.837971043343
"214",330,315.958103885965,5.75454078624373,315.958103885965
"521",352,364.7440717768,5.91144311263623,364.7440717768
"656",338,300.912225867938,5.67281105665874,300.912225867938
"40",384,366.762540004411,5.89440759699603,366.762540004411
"1874",388,396.992379284637,5.99565940685507,396.992379284637
"803",503,498.772822198283,6.2050285160766,498.772822198283
"1352",512,507.179073866115,6.22439235711415,507.179073866115
"1922",300,309.839067240342,5.68968402001071,309.839067240342
"1359",478,485.230544555714,6.16966544407295,485.230544555714
"213",351,306.097019034394,5.75285676940722,306.097019034394
"522",347,355.600031749197,5.85798904036222,355.600031749197
"2004",707,736.77920593249,6.66270406729828,736.77920593249
"530",352,352.823596466983,5.8675570061507,352.823596466983
"1008",455,462.920263796007,6.08465178267849,462.920263796007
"1558",641,591.099988008991,6.37575049879893,591.099988008991
"1050",451,516.283706115705,6.26766891089383,516.283706115705
"140",246,268.576405171831,5.64429958231654,268.576405171831
"248",199,227.398484479093,5.48704947363096,227.398484479093
"1172",305,293.547676326966,5.67379665790773,293.547676326966
"516",466,438.697202652962,6.06762879394011,438.697202652962
"1609",343,322.665921858772,5.77550092248326,322.665921858772
"53",584,592.14990429047,6.34131087278971,592.14990429047
"820",432,438.728188152298,6.08511515856077,438.728188152298
"488",250,205.964403147722,5.46666778313779,205.964403147722
"1291",524,511.404286015361,6.24264474114616,511.404286015361
"907",486,477.989345608492,6.15125952690804,477.989345608492
"125",261,440.365272613178,5.98082860295565,440.365272613178
"748",308,365.926775333036,5.92776370656192,365.926775333036
"1053",460,456.4448656967,6.11367596476171,456.4448656967
"1116",390,414.065968617607,5.97842935320531,414.065968617607
"1195",374,388.227430620388,5.94509781918092,388.227430620388
"272",353,391.312428158582,5.94215087906471,391.312428158582
"1532",325,355.254303123955,5.83425491081562,355.254303123955
"808",312,299.399342514957,5.6854551697812,299.399342514957
"1620",609,620.377433191646,6.42336395056575,620.377433191646
"856",320,357.260666111626,5.88512131763119,357.260666111626
"1743",627,606.286571271091,6.43683354006061,606.286571271091
"1557",738,730.120193702011,6.61998244291205,730.120193702011
"169",294,294.472948300835,5.68423290343179,294.472948300835
"873",617,617.562273170058,6.41412489837677,617.562273170058
"1597",318,320.00352400376,5.78946855309338,320.00352400376
"130",272,278.118981646974,5.67733394753529,278.118981646974
"1350",372,378.006125081219,5.91403881766123,378.006125081219
"250",257,205.424186304683,5.38454585736662,205.424186304683
"1926",667,690.230422145394,6.55010406435022,690.230422145394
"1223",290,293.843905084175,5.66765381044351,293.843905084175
"1505",518,519.519864324253,6.27129209416531,519.519864324253
"384",324,300.179672188608,5.66826495408437,300.179672188608
"484",444,558.834129419242,6.26116888368816,558.834129419242
"334",380,383.366612529842,5.95293158581826,383.366612529842
"1325",315,345.622860709918,5.85085247180033,345.622860709918
"525",216,343.547996335467,5.89570097486884,343.547996335467
"1721",310,307.207643399151,5.74097739282505,307.207643399151
"1232",332,313.15313036422,5.71426966063748,313.15313036422
"1684",351,333.018626589486,5.81297505898912,333.018626589486
"1052",497,446.5443756056,6.09359623983043,446.5443756056
"335",319,232.647315141175,5.5412789879064,232.647315141175
"1697",548,597.478080776096,6.3837295972434,597.478080776096
"1501",355,347.380355413439,5.84782442450757,347.380355413439
"1789",748,738.874270794161,6.63348981515836,738.874270794161
"574",249,477.576330656919,6.15770879102106,477.576330656919
"520",326,341.541703033506,5.86688431848521,341.541703033506
"1646",328,301.861917303736,5.73568664506036,301.861917303736
"1777",674,679.302417236845,6.51975268439421,679.302417236845
"609",395,300.962293879975,5.68830242295323,300.962293879975
"1096",310,309.025223974832,5.72876611565645,309.025223974832
"1187",387,366.615317721906,5.89137544077268,366.615317721906
"750",455,457.442946130028,6.10258853369076,457.442946130028
"215",323,303.966845990486,5.71887565640266,303.966845990486
"591",423,435.738312210422,6.07727143301076,435.738312210422
"986",487,491.295204410947,6.17792567115263,491.295204410947
"1424",347,360.531478811593,5.89497208881213,360.531478811593
"1449",287,300.624099481073,5.70971874263469,300.624099481073
"182",522,513.736807984553,6.1646674618904,513.736807984553
"1517",504,538.742366025382,6.26324306706813,538.742366025382
"1988",347,328.508432154955,5.75228391653127,328.508432154955
"2041",527,546.098740986479,6.31444937449956,546.098740986479
"1027",652,665.904382481062,6.51481325594564,665.904382481062
"150",480,385.995807395039,5.93506139646263,385.995807395039
"797",575,607.648932088492,6.39369413289376,607.648932088492
"1663",482,492.24318924105,6.18340662296954,492.24318924105
